02/12/2017	Watford	Tottenham Hotspur
02/12/2017	West Bromwich Albion	Crystal Palace
09/12/2017	Burnley	Watford
09/12/2017	Crystal Palace	Bournemouth
09/12/2017	Huddersfield Town	Brighton & Hove Albion
09/12/2017	Liverpool	Everton
09/12/2017	Manchester United	Manchester City
09/12/2017	Newcastle United	Leicester City
09/12/2017	Southampton	Arsenal
09/12/2017	Swansea City	West Bromwich Albion
09/12/2017	Tottenham Hotspur	Stoke City
09/12/2017	West Ham United	Chelsea
12/12/2017	Burnley	Stoke City
12/12/2017	Huddersfield Town	Chelsea
12/12/2017	Swansea City	Manchester City
12/12/2017	West Ham United	Arsenal
12/12/2017	Crystal Palace	Watford
12/12/2017	Manchester United	Bournemouth
13/12/2017	Newcastle United	Everton
13/12/2017	Southampton	Leicester City
13/12/2017	Liverpool	West Bromwich Albion
13/12/2017	Tottenham Hotspur	Brighton & Hove Albion
16/12/2017	Arsenal	Newcastle United
16/12/2017	Bournemouth	Liverpool
16/12/2017	Brighton & Hove Albion	Burnley
16/12/2017	Chelsea	Southampton
16/12/2017	Everton	Swansea City
16/12/2017	Leicester City	Crystal Palace
16/12/2017	Manchester City	Tottenham Hotspur
16/12/2017	Stoke City	West Ham United
16/12/2017	Watford	Huddersfield Town
16/12/2017	West Bromwich Albion	Manchester United
23/12/2017	Arsenal	Liverpool
23/12/2017	Brighton & Hove Albion	Watford
23/12/2017	Burnley	Tottenham Hotspur
23/12/2017	Everton	Chelsea
23/12/2017	Leicester City	Manchester United
23/12/2017	Manchester City	Bournemouth
23/12/2017	Southampton	Huddersfield Town
23/12/2017	Stoke City	West Bromwich Albion
23/12/2017	Swansea City	Crystal Palace
23/12/2017	West Ham United	Newcastle United
26/12/2017	Bournemouth	West Ham United
26/12/2017	Chelsea	Brighton & Hove Albion
26/12/2017	Crystal Palace	Arsenal
26/12/2017	Huddersfield Town	Stoke City
26/12/2017	Liverpool	Swansea City
26/12/2017	Manchester United	Burnley
26/12/2017	Newcastle United	Manchester City
26/12/2017	Tottenham Hotspur	Southampton
26/12/2017	Watford	Leicester City
26/12/2017	West Bromwich Albion	Everton
30/12/2017	Bournemouth	Everton
30/12/2017	Chelsea	Stoke City
30/12/2017	Crystal Palace	Manchester City
30/12/2017	Huddersfield Town	Burnley
30/12/2017	Liverpool	Leicester City
30/12/2017	Manchester United	Southampton
30/12/2017	Newcastle United	Brighton & Hove Albion
30/12/2017	Tottenham Hotspur	West Ham United
30/12/2017	Watford	Swansea City
30/12/2017	West Bromwich Albion	Arsenal
01/01/2018	Arsenal	Chelsea
01/01/2018	Brighton & Hove Albion	Bournemouth
01/01/2018	Burnley	Liverpool
01/01/2018	Everton	Manchester United
01/01/2018	Leicester City	Huddersfield Town
01/01/2018	Manchester City	Watford
01/01/2018	Southampton	Crystal Palace
01/01/2018	Stoke City	Newcastle United
01/01/2018	Swansea City	Tottenham Hotspur
01/01/2018	West Ham United	West Bromwich Albion
13/01/2018	Bournemouth	Arsenal
13/01/2018	Chelsea	Leicester City
13/01/2018	Crystal Palace	Burnley
13/01/2018	Huddersfield Town	West Ham United
13/01/2018	Liverpool	Manchester City
13/01/2018	Manchester United	Stoke City
13/01/2018	Newcastle United	Swansea City
13/01/2018	Tottenham Hotspur	Everton
13/01/2018	Watford	Southampton
13/01/2018	West Bromwich Albion	Brighton & Hove Albion
20/01/2018	Arsenal	Crystal Palace
20/01/2018	Brighton & Hove Albion	Chelsea
20/01/2018	Burnley	Manchester United
20/01/2018	Everton	West Bromwich Albion
20/01/2018	Leicester City	Watford
20/01/2018	Manchester City	Newcastle United
20/01/2018	Southampton	Tottenham Hotspur
20/01/2018	Stoke City	Huddersfield Town
20/01/2018	Swansea City	Liverpool
20/01/2018	West Ham United	Bournemouth
30/01/2018	Huddersfield Town	Liverpool
30/01/2018	Swansea City	Arsenal
30/01/2018	West Ham United	Crystal Palace
31/01/2018	Chelsea	Bournemouth
31/01/2018	Everton	Leicester City
31/01/2018	Newcastle United	Burnley
31/01/2018	Southampton	Brighton & Hove Albion
31/01/2018	Manchester City	West Bromwich Albion
31/01/2018	Stoke City	Watford
31/01/2018	Tottenham Hotspur	Manchester United
03/02/2018	Arsenal	Everton
03/02/2018	Bournemouth	Stoke City
03/02/2018	Brighton & Hove Albion	West Ham United
03/02/2018	Burnley	Manchester City
03/02/2018	Crystal Palace	Newcastle United
03/02/2018	Leicester City	Swansea City
03/02/2018	Liverpool	Tottenham Hotspur
03/02/2018	Manchester United	Huddersfield Town
03/02/2018	Watford	Chelsea
03/02/2018	West Bromwich Albion	Southampton
10/02/2018	Chelsea	West Bromwich Albion
10/02/2018	Everton	Crystal Palace
10/02/2018	Huddersfield Town	Bournemouth
10/02/2018	Manchester City	Leicester City
10/02/2018	Newcastle United	Manchester United
10/02/2018	Southampton	Liverpool
10/02/2018	Stoke City	Brighton & Hove Albion
10/02/2018	Swansea City	Burnley
10/02/2018	Tottenham Hotspur	Arsenal
10/02/2018	West Ham United	Watford
24/02/2018	Arsenal	Manchester City
24/02/2018	Bournemouth	Newcastle United
24/02/2018	Brighton & Hove Albion	Swansea City
24/02/2018	Burnley	Southampton
24/02/2018	Crystal Palace	Tottenham Hotspur
24/02/2018	Leicester City	Stoke City
24/02/2018	Liverpool	West Ham United
24/02/2018	Manchester United	Chelsea
24/02/2018	Watford	Everton
24/02/2018	West Bromwich Albion	Huddersfield Town
03/03/2018	Brighton & Hove Albion	Arsenal
03/03/2018	Burnley	Everton
03/03/2018	Crystal Palace	Manchester United
03/03/2018	Leicester City	Bournemouth
03/03/2018	Liverpool	Newcastle United
03/03/2018	Manchester City	Chelsea
03/03/2018	Southampton	Stoke City
03/03/2018	Swansea City	West Ham United
03/03/2018	Tottenham Hotspur	Huddersfield Town
03/03/2018	Watford	West Bromwich Albion
10/03/2018	Arsenal	Watford
10/03/2018	Bournemouth	Tottenham Hotspur
10/03/2018	Chelsea	Crystal Palace
10/03/2018	Everton	Brighton & Hove Albion
10/03/2018	Huddersfield Town	Swansea City
10/03/2018	Manchester United	Liverpool
10/03/2018	Newcastle United	Southampton
10/03/2018	Stoke City	Manchester City
10/03/2018	West Bromwich Albion	Leicester City
10/03/2018	West Ham United	Burnley
17/03/2018	Bournemouth	West Bromwich Albion
17/03/2018	Burnley	Chelsea
17/03/2018	Huddersfield Town	Crystal Palace
17/03/2018	Leicester City	Arsenal
17/03/2018	Liverpool	Watford
17/03/2018	Manchester City	Brighton & Hove Albion
17/03/2018	Stoke City	Everton
17/03/2018	Swansea City	Southampton
17/03/2018	Tottenham Hotspur	Newcastle United
17/03/2018	West Ham United	Manchester United
31/03/2018	Arsenal	Stoke City
31/03/2018	Brighton & Hove Albion	Leicester City
31/03/2018	Chelsea	Tottenham Hotspur
31/03/2018	Crystal Palace	Liverpool
31/03/2018	Everton	Manchester City
31/03/2018	Manchester United	Swansea City
31/03/2018	Newcastle United	Huddersfield Town
31/03/2018	Watford	Bournemouth
31/03/2018	West Bromwich Albion	Burnley
31/03/2018	West Ham United	Southampton
07/04/2018	Arsenal	Southampton
07/04/2018	Bournemouth	Crystal Palace
07/04/2018	Brighton & Hove Albion	Huddersfield Town
07/04/2018	Chelsea	West Ham United
07/04/2018	Everton	Liverpool
07/04/2018	Leicester City	Newcastle United
07/04/2018	Manchester City	Manchester United
07/04/2018	Stoke City	Tottenham Hotspur
07/04/2018	Watford	Burnley
07/04/2018	West Bromwich Albion	Swansea City
14/04/2018	Burnley	Leicester City
14/04/2018	Crystal Palace	Brighton & Hove Albion
14/04/2018	Huddersfield Town	Watford
14/04/2018	Liverpool	Bournemouth
14/04/2018	Manchester United	West Bromwich Albion
14/04/2018	Newcastle United	Arsenal
14/04/2018	Southampton	Chelsea
14/04/2018	Swansea City	Everton
14/04/2018	Tottenham Hotspur	Manchester City
14/04/2018	West Ham United	Stoke City
21/04/2018	Arsenal	West Ham United
21/04/2018	Bournemouth	Manchester United
21/04/2018	Brighton & Hove Albion	Tottenham Hotspur
21/04/2018	Chelsea	Huddersfield Town
21/04/2018	Everton	Newcastle United
21/04/2018	Leicester City	Southampton
21/04/2018	Manchester City	Swansea City
21/04/2018	Stoke City	Burnley
21/04/2018	Watford	Crystal Palace
21/04/2018	West Bromwich Albion	Liverpool
28/04/2018	Burnley	Brighton & Hove Albion
28/04/2018	Crystal Palace	Leicester City
28/04/2018	Huddersfield Town	Everton
28/04/2018	Liverpool	Stoke City
28/04/2018	Manchester United	Arsenal
28/04/2018	Newcastle United	West Bromwich Albion
28/04/2018	Southampton	Bournemouth
28/04/2018	Swansea City	Chelsea
28/04/2018	Tottenham Hotspur	Watford
28/04/2018	West Ham United	Manchester City
05/05/2018	Arsenal	Burnley
05/05/2018	Bournemouth	Swansea City
05/05/2018	Brighton & Hove Albion	Manchester United
05/05/2018	Chelsea	Liverpool
05/05/2018	Everton	Southampton
05/05/2018	Leicester City	West Ham United
05/05/2018	Manchester City	Huddersfield Town
05/05/2018	Stoke City	Crystal Palace
05/05/2018	Watford	Newcastle United
05/05/2018	West Bromwich Albion	Tottenham Hotspur
13/05/2018	Burnley	Bournemouth
13/05/2018	Crystal Palace	West Bromwich Albion
13/05/2018	Huddersfield Town	Arsenal
13/05/2018	Liverpool	Brighton & Hove Albion
13/05/2018	Manchester United	Watford
13/05/2018	Newcastle United	Chelsea
13/05/2018	Southampton	Manchester City
13/05/2018	Swansea City	Stoke City
13/05/2018	Tottenham Hotspur	Leicester City
13/05/2018	West Ham United	Everton
